id,file,line,title,category,domain,status,specificationReview
TODO-125,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,3,SUBMIT requires sponsor and binary placement data,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-126,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,4,APPROVE creates Qualification + Holder + Sponsor + Binary atomically,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-127,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,5,1st and 3rd direct-left rule is enforced during approval,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-128,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,6,Active periods cannot overlap,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-129,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,7,"historical Active query uses event time, not current flag",Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-130,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,8,QUARTER creates exactly 3 recognition rows,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-131,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,9,HALF_YEAR creates exactly 6 recognition rows,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-132,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,10,YEAR creates exactly 12 recognition rows,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-133,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,11,"each due recognition creates exactly 1,200 RPV once",Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-134,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,12,0 direct unlocks 5 binary generations,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-135,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,13,1 direct unlocks 8 binary generations,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-136,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,14,2+ directs unlocks 12 binary generations,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-137,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,15,inactive upline receives 0 and is not compressed,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-138,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,16,higher generation remains independently evaluated,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-139,backend/apps/api/test/vertical-slice-02.e2e-spec.ts,17,re-running a recognition cannot duplicate RPV or awards,Test implementation,vertical-slice-02,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-140,backend/apps/api/test/vertical-slice.e2e-spec.ts,7,creates Person with idempotent command,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-141,backend/apps/api/test/vertical-slice.e2e-spec.ts,8,creates Qualification with permanent sponsor sequence,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-142,backend/apps/api/test/vertical-slice.e2e-spec.ts,9,rejects 1st direct placed on RIGHT,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-143,backend/apps/api/test/vertical-slice.e2e-spec.ts,10,creates order using server-side Product Rule Profile snapshot,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-144,backend/apps/api/test/vertical-slice.e2e-spec.ts,11,confirms payment exactly once,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-145,backend/apps/api/test/vertical-slice.e2e-spec.ts,12,writes SALE_CONFIRMED to transactional outbox,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-146,backend/apps/api/test/vertical-slice.e2e-spec.ts,13,worker converts SALE_CONFIRMED to GPV_CREATED per order line,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-147,backend/apps/api/test/vertical-slice.e2e-spec.ts,14,reprocessing same outbox event does not duplicate GPV,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
TODO-148,backend/apps/api/test/vertical-slice.e2e-spec.ts,15,PV ledger cannot be UPDATEd or DELETEd,Test implementation,vertical-slice,TODO / NOT EXECUTED,Required before implementation; no rule inferred from title alone
